StableId,EntityStableId,ComponentId,SourceObjectId,HierarchyPath,ObjectName,ColliderType,Enabled,IsTrigger,Convex,MeshGuid,MeshFileId,CenterX,CenterY,CenterZ,SizeX,SizeY,SizeZ,Radius,Height,Direction,ReplacementStatus
34d9548e86f71525c1620fbcccdc7374,bb97635a5cbce57ed098a5e4d820931e,91772,108,GIFU(750/450psi)/Colliders/Cabin/Seats,Seats,MeshCollider,1,0,1,d6ddebffeac3fb145b419f07cf854cb7,4300000,0,0,0,0,0,0,0,0,0,DonorReference
7f51634474ada88f17e6c7e87ce7dc00,6b3ddf0ecaa32402e6f5cc6b91e33ec0,91773,187,CARPARTS/PartsCar/back panel(Clone),back panel(Clone),MeshCollider,1,0,1,e25d16e84cead0840a67bf9965f48eca,4300000,0,0,0,0,0,0,0,0,0,DonorReference
17395e3c43e5034c22760c973e9d4d4b,6736ce61557d90dbc8baa79eda7fc9ee,91774,199,NPC_CARS/BUS/LOD/Colliders/coll,coll,MeshCollider,1,0,1,a0f356de05ca60e4097845d209bd36f0,4300000,0,0,0,0,0,0,0,0,0,DonorReference
ab2f8c6ab8ae14c2606e5d7ff432efef,ebcef66480fc1df167cbdb9f62ac64ef,91775,203,MAP/Buildings/BarnOld/lato_door1,lato_door1,MeshCollider,1,0,0,0eb4d0a4cf353594d80da35acc3e37d1,4300000,0,0,0,0,0,0,0,0,0,DonorReference
7465bae82c30fdb98b6afc955597e9ad,433cbe6746d422a39beaa8b817d0813e,91776,205,"HAYOSIKO(1500kg, 250)/DriverDoors/doorr/GlassRight/coll 1",coll 1,MeshCollider,1,0,1,60c0b7e6e26389b4ba8c85296b6b4f92,4300000,0,0,0,0,0,0,0,0,0,DonorReference
48ccfeae2658db74f80f9f9e8ebd7eb3,9fc7e398d78d075caf8f9c79d2ae67bc,91777,327,REPAIRSHOP/LOD/Dyno/dyno_computer/MonitorPivot/Monitor,Monitor,MeshCollider,1,0,0,21092bb4a67d6a64fa4c0e7f00f7e909,4300000,0,0,0,0,0,0,0,0,0,DonorReference
c66bfeb6bf70c39da4d57757970716ff,34d6bfd492bcb472730dce66b8d97cb2,91778,389,YARD/UNCLE/Shed/shed_walls,shed_walls,MeshCollider,1,0,0,8869ecbf4f79e25438ab95585718ff06,4300000,0,0,0,0,0,0,0,0,0,DonorReference
3c940060bc2d0672f405ef1025a00db4,7682a9acdbbd27484cd698d24833cc64,91779,392,PERAJARVI/HouseWhite/hedge,hedge,MeshCollider,1,0,1,9c6458347eea44a42b431025cf59f4cc,4300000,0,0,0,0,0,0,0,0,0,DonorReference
61b3e6d4d94dd6c02a7a616f2ff8bc1e,9e322c168fecde86f38d277c4b4bdd79,91780,394,JOBS/HouseShit5/Shed/shed_base,shed_base,MeshCollider,1,0,0,14e2233511d6f984d9e833c7f3319278,4300000,0,0,0,0,0,0,0,0,0,DonorReference
c25fadfbad64cb64578da39906534c06,87034fffa14ec708f8c18b4c6f4187c0,91781,415,RALLY/Saturday/TimingSaturday/Checkpoint03,Checkpoint03,MeshCollider,1,1,1,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
5646a0a8cd7b7f59d8c4ca42f4d6ddcc,047691cffae17c5b66d1050d40a664ca,91782,485,JOBS/StrawberryField/BarnOld/lato_roof,lato_roof,MeshCollider,1,0,0,6f49787c3bbcf9e4f8b8c2b28ee9bd6f,4300000,0,0,0,0,0,0,0,0,0,DonorReference
eb5129b96a24ece14066e5158de4040d,f19ddc9ab1be00fdbd3bcd701476a692,91783,491,KEKMET(350-400psi)/DriverDoors/doorl,doorl,MeshCollider,1,0,1,a429db7d1ad1beb45a9c435426eab7e4,4300000,0,0,0,0,0,0,0,0,0,DonorReference
96d762750327a93654084859d77cc8bb,912257694b5c08885139c4e28e69eec5,91784,505,"SATSUMA(557kg, 248)/Colliders/collider_floor",collider_floor,MeshCollider,1,0,1,67f3aaeaa94459e45a97961ab48a9e13,4300000,0,0,0,0,0,0,0,0,0,DonorReference
25200a2c884f4fb159e9c39d453445cf,7478a21f6d7d36b8915e83a4d31b2fbe,91785,591,"HAYOSIKO(1500kg, 250)/Colliders/coll_right",coll_right,MeshCollider,1,0,1,e4d0bdd3929b936489bf26f8b2c9e778,4300000,0,0,0,0,0,0,0,0,0,DonorReference
73b916f633202dba019c6ddbeed3fcf5,b9e1e6ccb04b0a2bc0658094e77bcfea,91786,611,MAP/Buildings/Barn/lato_roof,lato_roof,MeshCollider,1,0,1,73acff30fd9546d42a5637f3fdcd2f20,4300000,0,0,0,0,0,0,0,0,0,DonorReference
ee7e795fb102002d4b734f73b6f99b7b,95763fec05f12140a569f350fc98c539,91787,623,RALLY/Saturday/TimingSaturday/Lines/Start,Start,MeshCollider,1,1,1,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
fed32b49d9ccc799d2269f7d5c01f1f2,7ea414bfc2f7638d251412fbdde6e20b,91788,631,CABIN/LOD/WaterWell/water_well,water_well,MeshCollider,1,0,0,02110c1f6542e1c40a3c02c7df924d8f,4300000,0,0,0,0,0,0,0,0,0,DonorReference
20e316646d6834073e66a4d6c20bc7ad,897fb6a4bd1539383ca2bd54cf5c92d5,91789,638,TRAFFIC/VehiclesDirtRoad/Rally/FITTAN/CarColliderAI,CarColliderAI,MeshCollider,1,0,1,ce5c6c2c3e4ceb64b873dd2415141ce7,4300000,0,0,0,0,0,0,0,0,0,DonorReference
e9f4d286e8371df9315acf96fb80d3c0,877425d5f49f92c6ad267866a9225a45,91790,647,JOBS/HouseDrunk/Shed/shed_wood_white,shed_wood_white,MeshCollider,1,0,0,fc6aa759dcce2744bba320d445201911,4300000,0,0,0,0,0,0,0,0,0,DonorReference
3ab270ee0ea2ec1fe60ad6b420574343,d556ccf00bf11a6a94695166a2f2d184,91791,657,STORE/Boxes/wheelset octo(Clone)/Parts/wheel_octo4,wheel_octo4,MeshCollider,1,0,1,ae86a5ed032c0cb44849965a2c79bbdf,4300000,0,0,0,0,0,0,0,0,0,DonorReference
58278996e06c6ee906636b1b61bf83d3,7850baee6a3c2e6ad89a8bf99ddef9dd,91792,700,STORE/LOD/GFX_Pub/pub_panel,pub_panel,MeshCollider,1,0,0,0085e51e14b8933468c734f0d98afc75,4300000,0,0,0,0,0,0,0,0,0,DonorReference
434e6a8e1d8386cb597c283d4def3e46,158f55fcbd7d64b54775ffb3266aaaa6,91793,758,"HAYOSIKO(1500kg, 250)/Colliders/coll",coll,MeshCollider,1,0,1,d910e1567aeccc049b35909d3a5d7973,4300000,0,0,0,0,0,0,0,0,0,DonorReference
aeed85f29a37167bc7de550abe209a0e,e1b8b8c5c78aa10eb1de9decad45099a,91794,864,YARD/Building/LIVINGROOM/LOD_livingroom/Ryijy 1,Ryijy 1,MeshCollider,1,0,0,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
62191a67057a7b6c073c9ca36336bea2,6642ba9b40dbd4a3c1ec79e4455b4d51,91795,909,MAP/BusStop/coll,coll,MeshCollider,1,0,1,629a4157f5cc1544aa35908a63a1243b,4300000,0,0,0,0,0,0,0,0,0,DonorReference
b148aa82a7bf7419e1d7a5e9b72f5633,9818060ac9b086683b8b649cd7e31a70,91796,938,TRAFFIC/VehiclesHighway/POLSA/DeathColl,DeathColl,MeshCollider,1,0,1,9f08dd8e962b3b34f8957432d4aabd39,4300000,0,0,0,0,0,0,0,0,0,DonorReference
003a3d671a4d176b08701b819937843f,ef67faa8d623f5736c1a180b6d17437f,91797,957,JOBS/StrawberryField/BarnOld/lato_door1,lato_door1,MeshCollider,1,0,0,0eb4d0a4cf353594d80da35acc3e37d1,4300000,0,0,0,0,0,0,0,0,0,DonorReference
cb55624b89ced165b8a0de231c2dc6ee,7f4da880d27f2ceb081fe1562f22efc7,91798,971,STORE/LOD/GFX_Pub/pub_wall,pub_wall,MeshCollider,1,0,0,59851dc506f213249a2536b9624dfe62,4300000,0,0,0,0,0,0,0,0,0,DonorReference
3eba971f2128744ccf80d16dda754d4d,09c4ca1fbcb1f0fa607cc321902bbfdb,91799,978,TRAFFIC/VehiclesDirtRoad/Rally/FITTAN/DriverDoors/doorl 1/Pivot/Collider,Collider,MeshCollider,1,0,1,b25d345ffc31a934497ffde8a115da6f,4300000,0,0,0,0,0,0,0,0,0,DonorReference
b55c2a67d9f180ab3dee0dd3ac43c9db,fb0f962be1b325cc19296c66751818c0,91800,1064,CABIN/Shed/garage_shed_roof,garage_shed_roof,MeshCollider,1,0,1,cf235ac5ba4fe6c4fb069f3a41745c49,4300000,0,0,0,0,0,0,0,0,0,DonorReference
706c919ba03f658df423717156b571e7,25ba2461f1a7d9470d824d3ff3196705,91801,1074,JOBS/Farm/LOD/garden_table 1,garden_table 1,MeshCollider,1,0,1,039fdbd9d53e91249b6dbc16503bdf35,4300000,0,0,0,0,0,0,0,0,0,DonorReference
321aaeeea33369dce77bd20d5dbab0e9,146d0813d8788029ce98c61b9f15f7a9,91802,1085,MAP/Buildings/BarnOld/lato_roof,lato_roof,MeshCollider,1,0,0,6f49787c3bbcf9e4f8b8c2b28ee9bd6f,4300000,0,0,0,0,0,0,0,0,0,DonorReference
1e00327f1032d77d388a1189741bc415,68523285a8adecec8acb1bbd4145df58,91803,1088,DANCEHALL/Functions/BAND/DRUMS/drumset,drumset,MeshCollider,1,0,1,e05f1b8a244a29f4c994acf4ec6df806,4300000,0,0,0,0,0,0,0,0,0,DonorReference
d9710866f934bcda12a2ffb9dcb31b93,0da96e4d46f6e4fe91b1a3f3e3c86971,91804,1141,DRAGRACE/TriggerIn,TriggerIn,MeshCollider,1,1,1,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
15e5001731ab7587afd3fa8aaa1fc516,aae83ef5efe7d2fb9004dd1606389c55,91805,1189,RALLY/Saturday/TimingSaturday/Checkpoint04,Checkpoint04,MeshCollider,1,1,1,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
c9f70d989e743b3541f5cc27038dd9e6,08e5422586d08f847cadd97509957b2f,91806,1193,YARD/Building/Colliders/Collider1,Collider1,MeshCollider,1,0,0,da425dc8eed517440b6ef1f5a13862a4,4300000,0,0,0,0,0,0,0,0,0,DonorReference
ec39c1bb3442fc263820df126cf10c27,65ddfb0f01d5da8ee4ceb661f80f17e3,91807,1241,MAP/Buildings/BarnOld/lato_door1,lato_door1,MeshCollider,1,0,0,0eb4d0a4cf353594d80da35acc3e37d1,4300000,0,0,0,0,0,0,0,0,0,DonorReference
919f71b318e7c03cbbd1a3c4e72d8760,63c6c99d8849e48e854bb678c621bb8a,91808,1287,DRAGRACE/LOD/DRAGSTRIP/DragTiming/LaneRight/1000ft,1000ft,MeshCollider,1,1,1,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
12a3e163404160cb539abfdf190c71f0,cb01ace10f605a79de39069b7e159fbf,91809,1324,MAP/MESH/BRIDGE_highway,BRIDGE_highway,MeshCollider,1,0,0,9226fb0fed4998441953257b48e9d8b0,4300000,0,0,0,0,0,0,0,0,0,DonorReference
08ca04c38cfbfed749cdf8452178c811,8539929231e3bb9241dce6a3a62dbdd5,91810,1380,RCO_RUSCKO12(270)/DriverDoors/doorl/door/coll,coll,MeshCollider,1,0,1,af1f6eceface1854bbb2a2eeeccd2473,4300000,0,0,0,0,0,0,0,0,0,DonorReference
ba4714567eead7931b1caac69307d7dd,0dd8cc75bbb38b08a0d6c94925a528e6,91811,1429,FERNDALE(1630kg)/Colliders/coll10,coll10,MeshCollider,1,0,1,d7fa059591ddb2447b958b0b6a8f5198,4300000,0,0,0,0,0,0,0,0,0,DonorReference
d5c53990616af604a8101d032d17f28c,74876de40abf6fdf429e0bbfdac26dd3,91812,1444,JOBS/HouseShit4/LOD/hedge,hedge,MeshCollider,1,0,1,9c6458347eea44a42b431025cf59f4cc,4300000,0,0,0,0,0,0,0,0,0,DonorReference
e74a4c487677c0cfa6b34d3cd63ed4f0,fd93898691d35d95b31229b610a1015d,91813,1493,MAP/BusStop/coll,coll,MeshCollider,1,0,1,629a4157f5cc1544aa35908a63a1243b,4300000,0,0,0,0,0,0,0,0,0,DonorReference
6f8dcf6aee03c180e87b315e0a1c81b6,56f779a98af732252a7c7644af19561c,91814,1504,STORE/Boxes/wheelset slot(Clone)/Parts/wheel_slot4,wheel_slot4,MeshCollider,1,0,1,ae86a5ed032c0cb44849965a2c79bbdf,4300000,0,0,0,0,0,0,0,0,0,DonorReference
cd15594cd9d4fa1f1e8036d19ff71018,f7f9e55a45b454dad1b77d5da9f30712,91815,1608,JOBS/HayBales/haybale06,haybale06,MeshCollider,1,0,1,5522ce1092c2262458c724652723f009,4300000,0,0,0,0,0,0,0,0,0,DonorReference
db909aaa09b8fadb17ea32305cef83bb,b3326cd1a123a496fe44b26d64dda2e6,91816,1616,MAP/MESH/TERRAIN_OBJ/DirtRoad,DirtRoad,MeshCollider,1,0,0,1dec28816307f7145be781eff2d3d7c3,4300000,0,0,0,0,0,0,0,0,0,DonorReference
1a4f8c15755ec57e654e1711af1422c9,c6536c6071b3b00c137ee1a2338d0d29,91817,1627,STORE/LOD/GFX_Pub/BreakableWindowsPub/store_windows_broken/store_windows_broken_002,store_windows_broken_002,MeshCollider,1,0,1,85efc8df986313f4da94eccd611d86df,4300000,0,0,0,0,0,0,0,0,0,DonorReference
a73cefcee4b885368c92c06590f3240d,6e79359363eb2642db40ff348863c1ab,91818,1675,NPC_CARS/KUSKI/Colliders/coll,coll,MeshCollider,1,0,1,41778bf4adc9fc248ab20d3af6656582,4300000,0,0,0,0,0,0,0,0,0,DonorReference
3a8f060065a662933228db80b3fc084d,4fed0485fe793d3a5cd054c2e0330fc8,91819,1702,RCO_RUSCKO12(270)/DriverDoors/doorl/door/Handle,Handle,MeshCollider,1,0,1,9edc18bc8a30a7d4eb63636b9f9d654f,4300000,0,0,0,0,0,0,0,0,0,DonorReference
91f1ec60ced7b93e7bf05e6866061ad5,fc3f50db0011134e8c301cdb8d842bca,91820,1713,TRAFFIC/TriggerManager/CarShop/TriggerOut,TriggerOut,MeshCollider,1,1,1,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
f7251feb12f52c531189fda603805d85,0945f1f0d26c017df87a3c2ea0348ad4,91821,1723,JOBS/StrawberryField/HouseRintama2/rintama_coll,rintama_coll,MeshCollider,1,0,0,3cefb6c736c51b64bba9438a96ddd54b,4300000,0,0,0,0,0,0,0,0,0,DonorReference
dcd5abecdf32e64a77276c16465e243b,e33be5b4ef5940471012887f980e9494,91822,1741,TRAFFIC/TriggerManager/Centrum/TriggerIn,TriggerIn,MeshCollider,1,1,1,0000000000000000e000000000000000,10210,0,0,0,0,0,0,0,0,0,DonorReference
49c0de74c218f5db2a9cf4b5899119e4,d2339edc636674bf76da29c293cdd320,91823,1746,TRAFFIC/VehiclesDirtRoad/Rally/FITTAN/Colliders/fittan_coll9,fittan_coll9,MeshCollider,1,0,1,d37aba76e561e734593e7610f5fa8d87,4300000,0,0,0,0,0,0,0,0,0,DonorReference
1cea0229e8e71cd13366d730c5b1a185,57b85695900c3c81b203f3ea77b944f2,91824,1802,JOBS/Mummola/LOD/Shed/shed_walls,shed_walls,MeshCollider,1,0,0,8869ecbf4f79e25438ab95585718ff06,4300000,0,0,0,0,0,0,0,0,0,DonorReference
