TransformId,GameObjectId,Name,HierarchyPath,FatherTransformId,ActiveSelf,LocalPosition,LocalRotation,WorldPosition,MeshGuids,ColliderIds,FsmComponentIds
49424,13371,"Wiring","SATSUMA(557kg, 248)/Wiring",64200,true,"0;0;0","0;0;0;1","0;0;0","","","107955;107956"
36525,476,"WiringArray","SATSUMA(557kg, 248)/Wiring/WiringArray",49424,true,"0;0;0","0;0;0;1","0;0;0","","",""
47149,11100,"Parts","SATSUMA(557kg, 248)/Wiring/Parts",49424,true,"0;0;0","0;0;0;1","0;0;0","","",""
57505,21444,"Triggers","SATSUMA(557kg, 248)/Wiring/Triggers",49424,true,"0;0;0","0;0;0;1","0;0;0","","",""
70076,34023,"FireElectric","SATSUMA(557kg, 248)/Wiring/FireElectric",49424,false,"-0.07198754;-0.127441466;1.1991415","0;0;0;1","0.07198715;-0.127441466;-1.1991415","","","113854"
36561,511,"wiring_radio(xxxxx)","SATSUMA(557kg, 248)/Wiring/Parts/wiring_radio(xxxxx)",47149,false,"0;0.2608087;0","1.15202326E-07;0.7071068;0.7071068;-1.15202326E-07","0;0.2608087;0","4f910676b30befe428f83c68f16216aa","",""
36863,809,"AmplifierPower","SATSUMA(557kg, 248)/Wiring/Triggers/AmplifierPower",57505,true,"0;0;0","0;0;0;1","0;0;0","","",""
36942,887,"BatteryHarness","SATSUMA(557kg, 248)/Wiring/Triggers/BatteryHarness",57505,true,"0;0;0","0;0;0;1","0;0;0","","",""
37309,1251,"wiring_amp_audio(xxxxx)","SATSUMA(557kg, 248)/Wiring/Parts/wiring_amp_audio(xxxxx)",47149,false,"0;0.2608087;0","1.15202326E-07;0.7071068;0.7071068;-1.15202326E-07","0;0.2608087;0","d3ea9bced9ed4264fb1a0b6db93c49a6","",""
37405,1346,"MarkerRight","SATSUMA(557kg, 248)/Wiring/Triggers/MarkerRight",57505,true,"0;0;0","0;0;0;1","0;0;0","","",""
39247,3190,"wiring_switch_light(xxxxx)","SATSUMA(557kg, 248)/Wiring/Parts/wiring_switch_light(xxxxx)",47149,false,"0;0.2608087;0","1.15202326E-07;0.7071068;0.7071068;-1.15202326E-07","0;0.2608087;0","3f95a862b9f417d4d8a5a74cc3fa2127","",""
39529,3473,"RadiatorfanHarness","SATSUMA(557kg, 248)/Wiring/Triggers/RadiatorfanHarness",57505,true,"0;0;0","0;0;0;1","0;0;0","","",""
40412,4354,"wiring_gauge_extra(xxxxx)","SATSUMA(557kg, 248)/Wiring/Parts/wiring_gauge_extra(xxxxx)",47149,false,"0;0.2608087;0","1.15202326E-07;0.7071068;0.7071068;-1.15202326E-07","0;0.2608087;0","c931e1ce0b5a0d448982de18bf5b2bb1","",""
40534,4479,"HeadlightLeft","SATSUMA(557kg, 248)/Wiring/Triggers/HeadlightLeft",57505,true,"0;0;0","0;0;0;1","0;0;0","","",""
